Name,stem,correct_response,response_b,response_c,response_d,best Jasmine,best Julian,best item Josh,agreement,Inferential difficulty,Stem Words,Distractor Difficulty,Background Knowledge,_merge,target_n,strata,proximity_awl,polysemy_awl,frequency_awl,diversity_awl,complexity_awl,tag,Difficulty of other words in stem,Required Background
shiftless,"Despite having numerous opportunities, Mark remained SHIFTLESS and never sought employment.",lazy,ambitious,nervous,patient,,,,,,,,,Matched (3),2,311,-0.2794365,-1.748387,-2.5975051,-0.3383114,-0.1079961,,,
beachhead,"In the competitive market, the company sought to gain a BEACHHEAD before expanding its operations nationwide.",stronghold,decline,philosopher,flyer,,,,,,,,,Matched (3),5,322,-0.28824481,-1.039831,-2.437325,-1.92375,-0.073112398,,,
contemporary,The architect used CONTEMPORARY designs to give the building a sleek and up-to-date look.,current,historical,outdated,rustic,best,,,,,,,,Matched (3),2,444,-0.38783199,-0.0122284,0.6645453,0.12890141,2.013484,,,
bighorn,"While hiking in the mountains, we were fortunate enough to spot a BIGHORN on a rocky ledge.",sheep,bird,lizard,bear,best,,,,,,,,Matched (3),6,121,-0.41466191,-1.674731,-2.40713,-2.833734,3.3022349,,,
larval,The biologist emphasized the vulnerability of marine organisms during their LARVAL phase.,early,sophisticated,stagnant,last,,best,,,,,,,Matched (3),3,122,0.41066369,-1.021612,-2.038965,-3.3829,-1.004505,,,
opulence,"The OPULENCE of the banquet left all the guests in awe, with its lavish decorations and sumptuous food.",extravagance,scarcity,harmony,enthusiasm,best,,,,,,,,Matched (3),3,222,-0.27608979,-1.456144,-2.3709819,-1.408294,0.075805902,,,
fatality,"The accident on the highway resulted in a FATALITY, prompting an immediate investigation.",death,delay,rescue,celebration,low valence,best,best,,,,,,Matched (3),1,233,-0.2953181,-0.50554347,-1.753395,-1.673229,0.088079698,,,
smoggy,"The air in the city was very SMOGGY, making it difficult to see the skyline.",hazy,clear,breezy,humid,,,,,,,,,Matched (3),6,110,-0.26824731,-2.0556059,-2.999346,-2.363709,-0.157974,,,
leukemia,The PLAINNESS of the room made it feel cold and uninviting.,simplicity,brightness,complexity,warmth,low valence,,"error, plainness",,,,,,Matched (3),6,240,-0.31665069,-2.0527489,-1.097963,-4.2865329,0.1438029,,,
Tabernacle,,,,,,,,error,,,,,,Using only (2),2,0,0,0,0,0,0,,,
shiftless,"Despite having numerous opportunities, Mark remained SHIFTLESS and never sought employment.",lazy,ambitious,nervous,patient,,,,,,,,,Matched (3),2,311,-0.2794365,-1.748387,-2.5975051,-0.3383114,-0.1079961,,,
qualified,"The surgeon was widely regarded as one of the most QUALIFIED in the hospital, specializing in rare procedures.",skilled,tired,confused,curious,best,,best,2,,,,,Matched (3),2,344,0.96425962,1.049781,0.42407101,0.33706129,0.075604998,,,
contemporary,The gallery showcases CONTEMPORARY artworks from various modern artists.,modern,ancient,traditional,classical,,,,,,,,,Matched (3),6,444,-0.38783199,-0.0122284,0.6645453,0.12890141,2.013484,,,
dustman,The GRUELING climb to the mountain's peak left the hikers completely drained of energy.,garbage collector,mailman,gardener,carpenter,,,,,,,,,Matched (3),3,102,-0.2606076,-1.4441431,-4.3059978,-0.7596401,-0.1874572,,,
urbane,"His URBANE conversation charmed the guests at the dinner party, making him the center of attention.",refined,dull,blunt,inexperienced,,,,,,,,,Matched (3),3,120,0.1370928,-1.99813,-2.3231399,-0.77313328,-1.097759,,,
depiction,The movie's DEPICTION of historical events was praised for its accuracy and attention to detail.,representation,omission,invention,avoidance,best,,,,,,,,Matched (3),2,334,-0.291242,0.1579157,-1.692847,-2.6202991,-0.031723399,,,
readership,Her CAREFREE attitude towards life often made her the center of attention at gatherings.,audience,staff,budget,equipment,,,,,,,,,Matched (3),3,430,0.31258231,-1.973892,-1.804208,-2.4449971,0.4270142,,,
tabernacle,,,,,,,,,,,,,,Master only (1),6,423,-0.3459444,-0.4957917,-1.9897389,-2.477046,0.8930887,,,
depiction,The artist's DEPICTION of the bustling marketplace captured the vibrant energy and diversity of the scene.,portrayal,creation,destruction,removal,,best,best,2,,,,,Matched (3),3,334,-0.291242,0.1579157,-1.692847,-2.6202991,-0.031723399,,,
quibble,We shouldn't QUIBBLE about the cost when the overall quality is what really matters in the project.,argue,celebrate,predict,hesitate,error,,,,,,,,Matched (3),2,123,-0.26396489,-0.43154579,-2.0304689,-1.0137841,-0.88050032,,,
alternator,"When the headlights began to dim, he knew the problem was most likely a failing ALTERNATOR.",generator,carburetor,muffler,brake,,,,,,,,,Matched (3),4,420,-0.30819201,-1.872191,-1.969198,-5.0392842,0.71599817,,,
misspent,The politician’s term in office was criticized as being MISSPENT due to lack of significant policies.,misused,celebrated,shortened,extended,,,,,,,,,Matched (3),3,212,-0.2478219,-1.4000469,-3.0503819,-2.6606159,0.126407,,,
surveillance,The store increased its SECURITY after a series of thefts were reported.,monitoring,management,inventory,staffing,best,,best,2,,,,,Matched (3),3,441,-0.3610445,-1.722721,-0.38584459,-0.4838253,1.111349,,,
bayou,"Growing up near the BAYOU, she had become accustomed to the sounds of frogs and crickets at night.",swamp,forest,beach,plateau,,,,,,,,,Matched (3),2,30,0.0347206,-1.966273,-1.4537081,-2.4100249,-1.581982,,,
phosphorescent,The jellyfish glowed with a PHOSPHORESCENT light that illuminated the dark ocean.,glowing,dim,flickering,dark,,best,best,2,,,,,Matched (3),2,410,-0.3576476,-2.32178,-2.686379,-1.421068,2.129241,,,
sandstone,,,,,,,,,,,,,,Master only (1),6,330,-0.31058109,-1.921051,-1.5469379,-2.054074,0.2602098,,,
lethal,The detectives found that the suspect used a LETHAL dose of poison in the crime.,fatal,ineffective,harmless,beneficial,low valence,,,,,,,,Matched (3),2,140,-0.24656171,-1.909003,-0.7158286,-0.34009531,-1.0112211,,,
fantastical,The child's imagination was so FANTASTICAL that he could weave stories of dragons and fairies out of thin air.,imaginative,boring,logical,typical,,,,,,,,,Matched (3),1,422,-0.38629591,-1.182196,-2.2008901,-1.015232,2.322417,,,
camion,"During the harvest season, a CAMION full of fresh produce arrives at the market daily.",lorry,van,basket,crate,,,,,,,,,Matched (3),2,100,-0.2961998,-1.921082,-4.548708,-4.2347031,0.1059327,,,
glum,He seemed GLUM as he stared out the window at the rain.,gloomy,ecstatic,attentive,calm,,best,,,,,,,Matched (3),1,22,2.5134561,-0.93412977,-2.116667,-0.75670159,-1.780383,,,
sandstone,,,,,,,,,,,,,,Master only (1),1,330,-0.31058109,-1.921051,-1.5469379,-2.054074,0.2602098,,,
supposition,,,,,,,error,,,,,,,Master only (1),6,434,-0.3182517,-0.2066811,-1.699127,-0.84053129,0.65526181,,,
guardroom,The captain instructed the new recruits to report to the GUARDROOM for their assignments.,watchroom,gym,lounge,auditorium,error,,,,,,,,Matched (3),6,302,-0.27856901,-1.398705,-4.6881781,-2.972898,0.0422123,,,
sexist,The legislation aimed to address SEXIST practices in the workplace.,biased,innovative,popular,routine,best,,,,,,,,Matched (3),2,132,-0.0820399,-0.92341328,-1.278107,-2.145349,-0.62240058,,,
mulishness,Her MULE refusal to compromise strained relationships within the team.,intransigence,generosity,cooperation,unpredictability,,,"best, error, mulishness",,,,,,Matched (3),2,404,10.08358,0.66707069,-4.8308201,-1.616565,-1.0847991,,,
quibble,The lawyer's tendency to QUIBBLE over insignificant points annoyed the judge and the jury.,nitpick,accept,applaud,abandon,error,best,best,3,,,,,Matched (3),3,123,-0.26396489,-0.43154579,-2.0304689,-1.0137841,-0.88050032,,,
bighorn,"Rangers at the wildlife reserve are dedicated to protecting the BIGHORN, which is often targeted by poachers.",sheep,wolf,eagle,tiger,,,,,,,,,Matched (3),5,121,-0.41466191,-1.674731,-2.40713,-2.833734,3.3022349,,,
smoggy,"The air in the city was very SMOGGY, making it difficult to see the skyline.",hazy,clear,breezy,humid,,best,best,2,,,,,Matched (3),1,110,-0.26824731,-2.0556059,-2.999346,-2.363709,-0.157974,,,
drowse,"During the long lecture, several students began to DROWSE.",nod off,write,question,listen,,best,,,,,,,Matched (3),2,104,0.76799208,-0.2653406,-3.840909,-2.2172611,-1.492648,,,
krill,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,small shrimp,sea plants,large fish,underwater mammals,,,best,,,,,,Matched (3),3,20,-0.34873489,-2.2134731,-2.2394321,-4.1432748,1.261026,,,
electro,"The band's latest album features a wide range of genres, with a significant influence from ELECTRO music.",electronic,acoustic,jazz,classical,error,,,,,,,,Matched (3),3,112,-0.2422855,-1.115592,-2.6550021,-4.0014949,-0.86608249,,,
misspent,"The funds provided for the charity were unfortunately MISSPENT, leading to a shortage of resources.",wasted,amplified,generated,preserved,,,,,,,,,Matched (3),6,212,-0.2478219,-1.4000469,-3.0503819,-2.6606159,0.126407,,,
furl,"After the ceremony, the scouts began to FURL the flag with great care.",roll up,raise,clean,wave,,,best,,,,,,Matched (3),1,2,4.4475169,-1.202444,-3.6364181,-1.876068,-2.0004311,,,
conscientious,"Sarah was very CONSCIENTIOUS in her preparation for the exam, ensuring she reviewed all the course material thoroughly.",diligent,careless,hesitant,quick,,best,best,2,,,,,Matched (3),3,442,-0.37063631,-0.95450288,-1.02028,0.67162228,1.7615319,,,
mulishness,The project's failure was attributed to the manager's MULE stubborn refusal to consider alternative strategies.,stubbornness,kindness,expertise,compassion,,,,,,,,,Matched (3),6,404,10.08358,0.66707069,-4.8308201,-1.616565,-1.0847991,,,
arthritis,Maria often experiences joint pain and stiffness due to her ARTHRITIS.,inflammation,sprain,fracture,bruise,best,,best,2,,,,,Matched (3),2,340,-0.12660851,-1.904723,-0.84712368,-2.304491,0.4428041,,,
oxbow,"An OXBOW lake was formed when the river changed its course, leaving behind an isolated, curved body of water.",loop,spring,tributary,fjord,,,,,,,,,Matched (3),6,3,3.9361429,-0.77629578,-3.584527,-4.413981,0.34657359,,,
treble,"When the TREBLE was too high, the sound became sharp and piercing.",treble,distortion,duration,tone,none,,,,,,,,Matched (3),2,124,-0.1815047,0.99892628,-2.01633,-2.3757031,-1.142134,,,
chairman,"As the CHAIRMAN, he had the final say in all the company's major decisions.",head,employee,spectator,learner,best,,,,,,,,Matched (3),3,242,-0.1185334,-1.19092,0.41878209,-0.031857401,-0.3334876,,,
cosmology,"In his lectures, the professor discussed the principles of COSMOLOGY and how they relate to the origins of the universe.",astrophysics,geology,anthropology,archaeology,best,best,,2,,,,,Matched (3),2,332,-0.33200139,-0.91608858,-1.528409,-2.5938151,0.7309643,,,
horticultural,The university offers a variety of HORTICULTURAL programs to teach students about plant cultivation and garden management.,gardening,historical,mathematical,musical,,,,,,,,,Matched (3),6,431,-0.2615549,-1.680624,-1.854432,-1.926352,-0.73360699,,,
scald,"Be careful when pouring the boiling water, or you might SCALD yourself.",burn,injure,annoy,splash,best,,best,2,,,,,Matched (3),2,14,1.29459,0.80656302,-2.6992359,-2.331425,-1.525347,,,
adaptive,"The new management system is highly ADAPTIVE, allowing it to respond quickly to changes in the market.",flexible,rigid,resistant,passive,best,,,,,,,,Matched (3),6,241,-0.2540803,-1.635638,-1.08948,-1.1548671,-1.026734,,,
readership,Her CAREFREE attitude towards life often made her the center of attention at gatherings.,audience,staff,budget,equipment,,,error,,,,,,Matched (3),3,430,0.31258231,-1.973892,-1.804208,-2.4449971,0.4270142,,,
fanatic,"As a football FANATIC, Mark had his house decorated entirely in his team's colors.",devotee,critic,employee,neighbor,,,,,,,,,Matched (3),1,133,-0.26747099,-0.75783157,-1.133706,-0.40174481,-0.4188486,,,
shallows,The marine biologist studied the ecosystems in the SHALLOWS near the shore.,shallows,cliffs,trenches,fields,error,,,,,,,,Matched (3),1,224,-0.23383801,-0.1288913,-2.393662,-1.003582,-0.66908282,,,
blacklist,James was informed that he had been placed on a company BLACKLIST and was no longer eligible for promotions.,exclusion list,guest list,attendance sheet,menu,,,,,,,,,Matched (3),1,312,-0.29540759,-1.024977,-2.7656779,-2.0988331,0.2214148,,,
guerrilla,Training became essential for navigating the challenging tactics of GUERRILLA warfare.,insurgent,traditional,formal,orderly,low valence,,,,,,,,Matched (3),3,342,-0.33313689,-1.17221,-0.70110953,-1.929737,-0.018197101,,,
buttonhook,"While cleaning out the attic, I discovered an old BUTTONHOOK among my grandmother's belongings.",tool,photograph,letter,blanket,best,,,,,,,,Matched (3),2,400,-0.30595151,-2.28158,-4.939497,-2.975148,0.63547248,,,
carefree,Her CAREFREE attitude towards life often made her the center of attention at gatherings.,untroubled,meticulous,cautious,gloomy,,,,,,,,,Matched (3),2,232,-0.2708315,-1.257787,-1.356995,0.53463179,-0.18780109,,,
cuisine,"When traveling to different countries, it's always exciting to try the local CUISINE and experience new flavors.",dishes,landmarks,customs,traditions,best,best,,2,,,,,Matched (3),2,131,-0.27762479,-1.787961,-1.220778,-3.407022,-0.61102748,,,
jovial,Sarah's JOVIAL nature always brightens up the room.,cheerful,angry,solemn,confused,best,,,,,,,,Matched (3),6,130,0.3572045,-1.879122,-1.832177,-0.83017749,-0.6918866,,,
alternator,"After the long trip, the ALTERNATOR needed to be replaced to ensure the car's electrical system worked properly.",generator,radiator,transmission,exhaust,best,,,,,,,,Matched (3),1,420,-0.30819201,-1.872191,-1.969198,-5.0392842,0.71599817,,,
screenwriting,"SCREENWRITING requires a unique set of skills, different from those needed for writing novels or short stories.",scriptwriting,cooking,gardening,decorating,error,,,,,,,,Matched (3),2,403,-0.26634029,-0.78850579,-3.3355429,-3.0004599,0.0088337,,,
Statehood,"After years of debate and political struggle, the territory was finally granted STATEHOOD.",autonomy,legislation,infrastructure,citizenship,best,,,,,,,,Using only (2),3,0,0,0,0,0,0,,,
plainness,,,,,,,,error,,,,,,Master only (1),1,314,11.12313,-0.2049838,-3.040781,-2.5562191,-0.1642835,,,
protrusion,The rock had a small PROTRUSION that tripped several hikers.,bulge,indentation,groove,crack,,best,,,,,,,Matched (3),6,413,-0.31331891,-0.86186528,-2.84198,-3.8400431,0.47545919,,,
mulishness,"Despite numerous logical arguments, her MULE stubbornly refused to change its path due to its MULE-LIKE MANNER.",obstinacy,curiosity,flexibility,enthusiasm,,,,,,,,,Matched (3),3,404,10.08358,0.66707069,-4.8308201,-1.616565,-1.0847991,,,
connive,The employees suspected their manager was trying to CONNIVE with upper management to implement unfavorable changes secretly.,scheme,argue,collaborate,disclose,,best,,,,,,,Matched (3),2,103,-0.26315349,-0.86938512,-3.664176,-2.0236249,-0.84021032,,,
indelicate,His attempt at humor was considered INDELICATE and offended many people at the dinner.,improper,amusing,polished,intelligent,best,,,,,,,,Matched (3),1,412,-0.29936731,-0.95933622,-3.2068291,-2.4164979,0.70149249,,,
proportionate,The punishment should be PROPORTIONATE to the crime to ensure fairness.,commensurate,unrelated,unjust,heavy,best,,,,,,,,Matched (3),3,433,-0.3325581,-0.44431701,-1.646377,0.27366021,1.445199,,,
hieroglyphic,"Archeologists discovered a HIEROGLYPHIC inscription inside the pyramid, providing clues about its construction.",symbolic,simple,temporary,blank,,,,,,,,,Matched (3),6,414,-0.37601879,-0.2375336,-2.7388,-0.89305788,1.743057,,,
ravishing,The countryside view was so RAVISHING that we stopped frequently to take pictures.,breathtaking,dull,confusing,temporary,,,,,,,,,Matched (3),2,323,0.3565619,-0.67593253,-2.368639,-1.276878,-0.090618499,,,
contour,"The hiker's map showed every CONTOUR of the mountain terrain, making it easy to plan his route.",outline,peak,forest,rock,,,,,,,,,Matched (3),4,144,-0.28759351,0.49197999,-0.83968961,-0.6492542,-0.63873678,,,
heckle,"It is considered rude to HECKLE a speaker during their presentation, as it can throw them off and disturb the audience.",jeer,compliment,whisper,concentrate,,,,,,,,,Matched (3),2,113,0.63807422,-0.8503564,-2.972322,-0.79170609,-1.241866,,,
frontage,The store's charming FRONTAGE was decorated with festive lights for the holidays.,facade,sale,inventory,display,best,best,best,3,,,,,Matched (3),3,223,-0.27875519,-0.46103421,-2.41435,-3.060307,-0.2178272,,,
tsar,"During the reign of the TSAR, the nation saw significant expansion and the establishment of a strong centralized government.",monarch,general,citizen,traveler,best,best,best,3,,,,,Matched (3),3,21,0.89326721,-1.817312,-2.026294,-3.3477709,-1.858747,,,
protrusion,"Due to the PROTRUSION on the wall, hanging the painting perfectly flat was a challenge.",bump,hole,mark,artwork,best,,"best, not good",2,,,,,Matched (3),2,413,-0.31331891,-0.86186528,-2.84198,-3.8400431,0.47545919,,,
beachhead,"In the competitive market, the company sought to gain a BEACHHEAD before expanding its operations nationwide.",stronghold,decline,philosopher,flyer,,,,,,,,,Matched (3),2,322,-0.28824481,-1.039831,-2.437325,-1.92375,-0.073112398,,,
devour,"The wolves moved quickly to DEVOUR their prey, leaving nothing behind.",eat,create,protect,observe,best,,,,,,,,Matched (3),3,134,0.55286598,0.1453242,-1.417629,0.0264236,-1.0401241,,,
tote,"During the hike, they had to TOTE their supplies across rough terrain.",transport,consume,leave,inspect,,,,,,,,,Matched (3),3,33,7.4764848,-0.80139607,-1.6799819,-2.800555,-2.0980661,,,
siege,"The ancient city was under SIEGE for months, with enemy forces surrounding it completely.",blockade,vacation,appointment,restoration,,,,,,,,,Matched (3),2,42,1.2399991,-1.067807,-0.54198372,-0.71689749,-1.78505,,,
arthritis,The doctor recommended certain exercises to help alleviate the symptoms of ARTHRITIS.,inflammation,infection,dehydration,fatigue,,,,,,,,,Matched (3),4,340,-0.12660851,-1.904723,-0.84712368,-2.304491,0.4428041,,,
fusspot,"Because Martha is a FUSSPOT when it comes to cleanliness, her house is always spotless but it drives her family crazy.",fussbudget,traveler,extrovert,gambler,,,,,,,,,Matched (3),6,101,-0.35677919,-1.73809,-4.2408199,-2.802145,1.620153,,,
electro,"During the party, the DJ played a mix of house, techno, and ELECTRO tracks that kept everyone dancing all night.",electronic,funky,mellow,soulful,error,none,,,,,,,Matched (3),2,112,-0.2422855,-1.115592,-2.6550021,-4.0014949,-0.86608249,,,
ravishing,The bride looked absolutely RAVISHING in her elegant white gown.,stunning,plain,frugal,tiresome,,,best,,,,,,Matched (3),3,323,0.3565619,-0.67593253,-2.368639,-1.276878,-0.090618499,,,
lonesomeness,"After moving to a new city, Sarah often felt an overwhelming sense of LONESOMENESS.",solitude,excitement,adventure,contentment,best,best,best,3,,,,,Matched (3),6,401,-0.1599735,-1.621555,-4.5216379,-1.475298,-1.353377,,,
buttonhook,The nurse used a BUTTONHOOK to fasten the small buttons on the patient's gown.,fastener,scissors,thread,needle,,best,,,,,,,Matched (3),3,400,-0.30595151,-2.28158,-4.939497,-2.975148,0.63547248,,,
drowse,The hot summer afternoon made me want to DROWSE under the shade of the old oak tree.,nap,study,argue,jump,,,,,,,,,Matched (3),3,104,0.76799208,-0.2653406,-3.840909,-2.2172611,-1.492648,,,
uncivilized,"The explorers encountered an UNCIVILIZED tribe in the dense jungle, one that had never had contact with the outside world.",barbaric,modern,tidy,friendly,,,,,,,,,Matched (3),3,421,-0.142992,-1.708593,-1.973217,-0.94818372,1.2863261,,,
trait,John's kindness is a TRAIT that everyone admires.,characteristic,habit,detail,manner,best,best,best,3,,,,,Matched (3),1,41,1.508086,-1.588469,-0.40775961,-0.34008011,-1.716779,,,
codebook,The researchers referred to the CODEBOOK to decode the encrypted messages.,manual,guide,wrapper,tablet,,,,,,,,,Matched (3),6,204,11.84046,0.056676898,-3.736362,-4.030724,-1.861369,,,
boathouse,We decided to store our canoe in the BOATHOUSE for the winter to keep it safe.,dock,garage,barn,basement,,,,,,,,,Matched (3),3,321,-0.26764661,-1.670868,-2.0409291,-2.2896399,-0.28770381,,,
shallows,She carefully navigated her boat through the SHALLOWS to avoid getting stuck.,shallows,open sea,whirlpool,current,error,,error,,,,,,Matched (3),2,224,-0.23383801,-0.1288913,-2.393662,-1.003582,-0.66908282,,,
shallows,The marine biologist studied the ecosystems in the SHALLOWS near the shore.,shallows,cliffs,trenches,fields,error,,,,,,,,Matched (3),6,224,-0.23383801,-0.1288913,-2.393662,-1.003582,-0.66908282,,,
uppercut,His training focused on perfecting the UPPERCUT for better performance in the ring.,strike,jog,clap,bow,,,,,,,,,Matched (3),3,211,-0.29922429,-1.594432,-2.6174669,-3.5175231,0.020571699,,,
urbane,"His URBANE conversation charmed the guests at the dinner party, making him the center of attention.",refined,dull,blunt,inexperienced,,best,best,2,,,,,Matched (3),3,120,0.1370928,-1.99813,-2.3231399,-0.77313328,-1.097759,,,
indelicate,His attempt at humor was considered INDELICATE and offended many people at the dinner.,improper,amusing,polished,intelligent,best,,,,,,,,Matched (3),6,412,-0.29936731,-0.95933622,-3.2068291,-2.4164979,0.70149249,,,
wormhole,The concept of a WORMHOLE is intriguing because it suggests a direct route connecting two distant points in the universe.,gateway,obstacle,theory,sensation,,,best,,,,,,Matched (3),2,221,-0.2941111,-1.735162,-2.118541,-2.258543,-0.16423281,,,
beachhead,"The new startup successfully established a BEACHHEAD in the tech industry, which allowed it to grow rapidly.",foothold,retreat,greenery,latitude,,,,,,,,,Matched (3),4,322,-0.28824481,-1.039831,-2.437325,-1.92375,-0.073112398,,,
dustman,The GRUELING climb to the mountain's peak left the hikers completely drained of energy.,refuse collector,bus driver,baker,musician,,error,,,,,,,Matched (3),1,102,-0.2606076,-1.4441431,-4.3059978,-0.7596401,-0.1874572,,,
qualified,Only those with at least five years of experience are considered QUALIFIED for this senior position.,eligible,eager,relieved,busy,,,,,,,,,Matched (3),1,344,0.96425962,1.049781,0.42407101,0.33706129,0.075604998,,,
dustman,The GRUELING climb to the mountain's peak left the hikers completely drained of energy.,garbage collector,mailman,gardener,carpenter,,,"error, not good",,,,,,Matched (3),3,102,-0.2606076,-1.4441431,-4.3059978,-0.7596401,-0.1874572,,,
wormhole,Scientists believe that a WORMHOLE could allow faster-than-light travel by creating a shortcut through space and time.,tunnel,black hole,barrier,illusion,,,,,,,,,Matched (3),1,221,-0.2941111,-1.735162,-2.118541,-2.258543,-0.16423281,,,
paranoid,"The doctor assured her that there was nothing to worry about, but she remained PARANOID.",fearful,relaxed,cheerful,indifferent,,,,,,,,,Matched (3),3,243,0.3343578,-0.88213903,-0.83828598,-1.888139,0.0072689,,,
gumbo,"During Mardi Gras, one of the most popular dishes to enjoy is a steaming pot of GUMBO.",broth,sushi,pizza,pastry,,,,,,,,,Matched (3),1,24,0.38425121,-0.2290304,-1.924482,-3.98806,-1.130899,,,
beachhead,The army established a BEACHHEAD on the coast to ensure a safe landing for additional troops.,foothold,departure,heiress,flyer,best,,best,2,,,,,Matched (3),6,322,-0.28824481,-1.039831,-2.437325,-1.92375,-0.073112398,,,
blacklist,"The school threatened to BLACKLIST students found cheating, barring them from future events.",prohibit,invite,encourage,monitor,best,,best,2,,,,,Matched (3),2,312,-0.29540759,-1.024977,-2.7656779,-2.0988331,0.2214148,,,
uncivilized,"The villagers considered the new settlers’ behavior to be quite UNCIVILIZED, lacking any form of etiquette or decency.",rude,sophisticated,mundane,helpful,best,,,,,,,,Matched (3),1,421,-0.142992,-1.708593,-1.973217,-0.94818372,1.2863261,,,
urbane,The diplomat's URBANE manner made negotiations smoother and more pleasant.,sophisticated,rough,awkward,simplistic,best,,,,,,,,Matched (3),6,120,0.1370928,-1.99813,-2.3231399,-0.77313328,-1.097759,,,
fusspot,"Ever since he became manager, John has turned into a real FUSSPOT, always worrying about the smallest details.",perfectionist,slacker,enthusiast,optimist,best,,best,2,,,,,Matched (3),3,101,-0.35677919,-1.73809,-4.2408199,-2.802145,1.620153,,,
mousy,Her MOUSY appearance at the party made it easy for her to blend into the background.,quiet,fashionable,vibrant,eccentric,,best,,,,,,,Matched (3),3,13,0.89446092,-0.3272649,-2.6498239,-1.124418,-1.435003,,,
oxbow,"An OXBOW lake was formed when the river changed its course, leaving behind an isolated, curved body of water.",loop,spring,tributary,fjord,,,,,,,,,Matched (3),1,3,3.9361429,-0.77629578,-3.584527,-4.413981,0.34657359,,,
conscientious,His CONSCIENTIOUS approach to his work meant he could be relied upon to produce high-quality results consistently.,attentive,lazy,hasty,indifferent,,,,,,,,,Matched (3),2,442,-0.37063631,-0.95450288,-1.02028,0.67162228,1.7615319,,,
wormhole,"In the movie, the astronauts enter a WORMHOLE to explore a distant galaxy, hoping it will lead to habitable planets.",passage,crater,device,adventure,best,best,,2,,,,,Matched (3),3,221,-0.2941111,-1.735162,-2.118541,-2.258543,-0.16423281,,,
maser,The MASER technology has greatly advanced our ability to amplify microwave signals with high precision.,amplifier,recorder,generator,filter,error,,,,,,,,Matched (3),2,10,-0.33237791,-2.029043,-2.793901,-2.6734631,1.335739,,,
arthritis,ARTHRITIS can cause significant discomfort and impact the quality of life of those who suffer from it.,inflammation,congestion,abrasion,curvature,,best,,,,,,,Matched (3),6,340,-0.12660851,-1.904723,-0.84712368,-2.304491,0.4428041,,,
gumbo,"The chef is famous for his delicious GUMBO, a dish that combines various spices and seafood.",soup,pie,casserole,smoothie,,best,,,,,,,Matched (3),2,24,0.38425121,-0.2290304,-1.924482,-3.98806,-1.130899,,,
scald,The nurse warned the patient that the extremely hot compress might SCALD his skin.,blister,soothe,cleanse,soften,,,,,,,,,Matched (3),1,14,1.29459,0.80656302,-2.6992359,-2.331425,-1.525347,,,
fantastical,"The movie featured FANTASTICAL creatures and enchanted forests, captivating the audience entirely.",magical,mundane,reasonable,practical,best,best,best,3,,,,,Matched (3),3,422,-0.38629591,-1.182196,-2.2008901,-1.015232,2.322417,,,
mediator,The corporation hired an outside MEDIATOR to manage the labor disputes and ensure a peaceful resolution.,intermediary,employee,contractor,supervisor,,,,,,,,,Matched (3),2,231,-0.30773479,-1.792081,-1.3964241,-0.77936947,0.1506812,,,
gumbo,"During Mardi Gras, one of the most popular dishes to enjoy is a steaming pot of GUMBO.",broth,sushi,pizza,pastry,,,,,,,,,Matched (3),6,24,0.38425121,-0.2290304,-1.924482,-3.98806,-1.130899,,,
oxbow,"The dramatic OXBOW in the river was a favorite spot for photographers, capturing the natural beauty of its sweeping curves.",bend,ridge,island,plateau,best,best,best,3,,,,,Matched (3),3,3,3.9361429,-0.77629578,-3.584527,-4.413981,0.34657359,,,
jag,Emily went on a shopping JAG and came back with bags full of clothes.,spree,routine,project,schedule,,,,,,,,,Matched (3),2,4,12.20553,0.15818051,-4.1214519,-2.702574,-2.1945961,,,
fantastical,The child's imagination was so FANTASTICAL that he could weave stories of dragons and fairies out of thin air.,imaginative,boring,logical,typical,,,,,,,,,Matched (3),6,422,-0.38629591,-1.182196,-2.2008901,-1.015232,2.322417,,,
angelical,His ANGELICAL demeanor made him a favorite among the teachers.,pure,rude,exhausted,confused,best,,,,,,,,Matched (3),6,301,1.019376,-1.82298,-4.9739871,-3.9799359,-0.1662222,,,
tsar,"The lavish lifestyle of the TSAR was often at odds with the poverty of the peasantry, leading to growing unrest among the populace.",ruler,poet,artist,soldier,,,,,,,,,Matched (3),4,21,0.89326721,-1.817312,-2.026294,-3.3477709,-1.858747,,,
apprehensive,He was APPREHENSIVE as the deadline for the important project approached.,nervous,eager,relaxed,prepared,,,,,,,,,Matched (3),6,432,-0.34762409,-0.91998082,-1.553077,0.36933431,1.401337,,,
uncivilized,"The villagers considered the new settlers’ behavior to be quite UNCIVILIZED, lacking any form of etiquette or decency.",rude,sophisticated,mundane,helpful,best,,,,,,,,Matched (3),6,421,-0.142992,-1.708593,-1.973217,-0.94818372,1.2863261,,,
cymbal,"In the rock band's energetic finale, the drummer's rhythmic hits on the CYMBAL echoed through the stadium.",gong,microphone,bass,keyboard,,,best,,,,,,Matched (3),3,111,-0.16573361,-1.640889,-2.631809,-1.809988,-1.017489,,,
beachhead,"The new startup successfully established a BEACHHEAD in the tech industry, which allowed it to grow rapidly.",foothold,retreat,greenery,latitude,,best,,,,,,,Matched (3),3,322,-0.28824481,-1.039831,-2.437325,-1.92375,-0.073112398,,,
